,ItemID,ItemName,AssembledSword/ArmorParts,Quality,ItemInfo,EquipmentID,ItemImg,StaticMesh,WeaponOrArmor,Armor/WeaponSetName,SwordPart,ArmorCustomValues,CustomWeaponsStruct,RegenHPValue,HardPrice
127,"127","Modifizierte Speerspitzen","","(0,0)","Harte und stabile Speerspitzen","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_ModifizierteSpeerSpitze.ItemImg_ModifizierteSpeerSpitze'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
128,"128","Titan Legierung","","(0,0)","Eine Legierung aus einem sehr harten Metall","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Titanlegierung.ItemImg_Titanlegierung'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
129,"129","Hartholz","","(0,0)","Ein sehr stabiles Holz. Es ist oft von Eichen zu bekommen","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Hartholz.ItemImg_Hartholz'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
130,"130","Stahl","","(0,0)","Ein Metall was nur die besten schmiede herstellen können","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_SteelIngot.ItemImg_SteelIngot'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
131,"131","Elvius Legierung","","(0,0)","Eine Legierung die nach ihrem erschaffer, Meisterschmied Elvius benannt ist","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Elviuslegierung.ItemImg_Elviuslegierung'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
132,"132","Elvius Barren","","(0,0)","Ein Metallbarren der aus der Legierung Elvius und anderen Materialien besteht","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_ElviusIngot.ItemImg_ElviusIngot'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
133,"133","Panzerritter Rüstungsteile","","(0,0)","Teile der Rüstungen der Panzerritter","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_RuestungsReste.ItemImg_RuestungsReste'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
134,"134","Lederfetzen","","(0,0)","Können aus vielen verschiedenen dingen gewonnen werden.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_LeatherFetzen.ItemImg_LeatherFetzen'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
135,"135","Lederstreifen","","(0,0)","Sind nur zusammengeklebte Lederfetzen","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Leather.ItemImg_Leather'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
136,"136","Mingursi Schwertrohling","","(0,0)","Der Kern für ein Hochmittelalterliches Schwert","3","Texture2D'/Game/Textures/ItemImages/ItemImg_SchwerRohling.ItemImg_SchwerRohling'","None","Weapon","Mingursi","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=40.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
137,"137","Fau Schwertrohling","","(0,0)","Der Kern für ein Hochmittelalterliches Schwert","3","Texture2D'/Game/Textures/ItemImages/ItemImg_SchwerRohling.ItemImg_SchwerRohling'","None","Weapon","Fau","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=80.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
138,"138","Germium Schwertrohling","","(0,0)","Der Kern für ein Hochmittelalterliches Schwert","3","Texture2D'/Game/Textures/ItemImages/ItemImg_SchwerRohling.ItemImg_SchwerRohling'","None","Weapon","Germium","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=120.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
139,"139","Siva Schwertrohling","","(0,0)","Der Kern für ein Hochmittelalterliches Schwert","3","Texture2D'/Game/Textures/ItemImages/ItemImg_SchwerRohling.ItemImg_SchwerRohling'","None","Weapon","Siva","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=180.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
140,"140","Elvius Schwertrohling","","(0,0)","Der Kern für ein Hochmittelalterliches Schwert","3","Texture2D'/Game/Textures/ItemImages/ItemImg_SchwerRohling.ItemImg_SchwerRohling'","None","Weapon","Elvius","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=240.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
141,"141","Rüstkohle","","(0,0)","Eine sehr heiß brennende art von Kohle","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Coal.ItemImg_Coal'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
